Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1131,1590,2,19:35,06:05,Thursday,10/08/2023
British Airways,Berlin (BER),Sydney (SYD),1181,1865,2,15:10,06:15,Thursday,10/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Thursday,10/08/2023
British Airways,Berlin (BER),Sydney (SYD),1262,1800,2,15:10,05:10,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1266,1530,2,19:35,05:05,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1268,1800,2,15:10,05:10,Thursday,10/08/2023
Korean Air,Berlin (BER),Sydney (SYD),1272,1695,2,18:00,06:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Thursday,10/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1334,1495,2,10:40,19:35,Thursday,10/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1334,1715,2,07:00,19:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1351,2030,2,12:25,06:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1452,1645,2,18:50,06:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1459,1695,2,18:00,06:15,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1460,1640,2,19:35,06:55,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1477,1495,2,10:40,19:35,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Thursday,10/08/2023
Qatar Airways,Berlin (BER),Sydney (SYD),1511,2430,1,16:40,17:10,Thursday,10/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1525,1550,2,10:40,20:30,Thursday,10/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1525,1770,2,07:00,20:30,Thursday,10/08/2023
Scoot,Berlin (BER),Sydney (SYD),561,1570,1,09:35,19:45,Friday,11/08/2023
Scoot,Berlin (BER),Sydney (SYD),595,2520,1,09:35,11:35,Friday,11/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1015,1540,2,10:50,20:30,Friday,11/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1021,1485,2,11:45,20:30,Friday,11/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1040,1825,2,19:35,10:00,Friday,11/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Friday,11/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Friday,11/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1860,2,14:55,05:55,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1131,1590,2,19:35,06:05,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1145,1580,2,19:35,05:55,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1148,1700,2,16:50,05:10,Friday,11/08/2023
British Airways,Berlin (BER),Sydney (SYD),1181,1960,2,14:15,06:55,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1183,1825,2,19:35,10:00,Friday,11/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1213,1850,2,19:35,10:25,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Friday,11/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1322,1645,2,18:50,06:15,Friday,11/08/2023
